"subject" "age" "gender" "order" "block" "trial_num" "condition" "compatibility" "target" "cue_nocue" "button_pressed" "rt" "ac"
13 25 1 1 3 22 3 4 1 2 1 384 1
13 25 1 1 3 23 3 4 1 2 2 259 0
13 25 1 1 3 24 1 2 2 2 1 380 0
13 25 1 1 3 25 1 2 2 2 2 448 1
13 25 1 1 3 26 1 2 2 2 2 490 1
13 25 1 1 3 27 3 4 1 2 1 409 1
13 25 1 1 3 28 3 4 1 2 1 716 1
13 25 1 1 3 29 1 2 2 2 1 475 0
13 25 1 1 3 30 1 2 2 2 2 451 1
13 25 1 1 3 31 1 2 2 2 1 500 0
13 25 1 1 3 32 1 1 1 2 1 531 1
13 25 1 1 3 33 3 4 1 2 1 665 1
13 25 1 1 3 34 3 4 2 2 1 442 0
13 25 1 1 3 35 1 1 2 2 2 547 1
13 25 1 1 3 36 3 4 1 2 1 457 1
13 25 1 1 3 37 3 4 1 2 1 458 1
13 25 1 1 3 38 1 2 1 2 1 491 1
13 25 1 1 3 39 1 1 1 2 1 378 1
13 25 1 1 3 40 1 2 1 2 1 462 1
13 25 1 1 3 41 1 1 2 2 2 519 1
13 25 1 1 3 42 1 2 1 2 1 470 1
13 25 1 1 3 43 3 4 2 2 2 478 1
13 25 1 1 3 44 1 2 2 2 2 1078 1
13 25 1 1 3 45 1 1 1 2 1 527 1
13 25 1 1 3 46 1 2 2 2 2 573 1
13 25 1 1 3 47 3 4 1 2 1 521 1
13 25 1 1 3 48 1 2 1 2 1 616 1
13 25 1 1 3 49 3 4 1 2 1 434 1
13 25 1 1 3 50 1 2 1 2 2 492 0
13 25 1 1 3 51 1 2 1 2 1 268 1
13 25 1 1 3 52 1 2 2 2 1 364 0
13 25 1 1 3 53 3 4 1 2 1 561 1
13 25 1 1 3 54 3 4 1 2 1 502 1
13 25 1 1 3 55 3 4 2 2 2 365 1
13 25 1 1 3 56 3 4 1 2 1 466 1
13 25 1 1 3 57 1 1 2 2 2 434 1
13 25 1 1 3 58 3 4 1 2 1 340 1
13 25 1 1 3 59 3 4 2 2 2 338 1
13 25 1 1 3 60 1 1 2 2 2 568 1
14 21 2 2 0 1 1 2 1 1 2 2421 1
14 21 2 2 0 2 1 2 1 1 2 935 1
14 21 2 2 0 3 1 1 1 1 2 469 1
14 21 2 2 0 4 1 1 2 1 1 446 1
14 21 2 2 0 5 1 1 1 1 2 431 1
14 21 2 2 0 6 1 1 2 1 1 417 1
14 21 2 2 0 7 1 1 1 1 2 412 1
14 21 2 2 0 8 3 4 2 1 1 391 1
14 21 2 2 0 9 1 1 2 1 1 434 1
14 21 2 2 0 10 1 1 2 1 2 388 0
14 21 2 2 1 1 1 2 1 1 2 552 1
14 21 2 2 1 2 1 2 1 1 2 445 1
14 21 2 2 1 3 1 1 1 1 2 447 1
14 21 2 2 1 4 1 1 2 1 1 512 1
14 21 2 2 1 5 3 4 1 1 1 415 0
14 21 2 2 1 6 3 4 2 1 1 449 1
14 21 2 2 1 7 1 1 1 1 1 371 0
14 21 2 2 1 8 1 2 1 1 2 583 1
14 21 2 2 1 9 1 1 1 1 2 419 1
14 21 2 2 1 10 3 4 1 1 2 462 1
14 21 2 2 1 11 1 2 1 1 2 599 1
14 21 2 2 1 12 3 4 1 1 2 410 1
14 21 2 2 1 13 1 2 2 1 1 685 1
14 21 2 2 1 14 1 2 2 1 1 629 1
14 21 2 2 1 15 3 4 2 1 1 455 1
14 21 2 2 1 16 1 2 2 1 1 440 1
14 21 2 2 1 17 3 4 1 1 2 545 1
14 21 2 2 1 18 1 1 1 1 2 439 1
14 21 2 2 1 19 1 1 2 1 1 617 1
14 21 2 2 1 20 3 4 2 1 1 435 1
14 21 2 2 1 21 1 1 1 1 2 477 1
14 21 2 2 1 22 3 4 1 1 2 413 1
14 21 2 2 1 23 1 2 1 1 2 480 1
14 21 2 2 1 24 1 1 2 1 1 520 1
14 21 2 2 1 25 3 4 1 1 2 463 1
14 21 2 2 1 26 1 1 2 1 1 392 1
14 21 2 2 1 27 1 2 1 1 2 555 1
14 21 2 2 1 28 3 4 2 1 1 513 1
14 21 2 2 1 29 3 4 2 1 2 400 0
14 21 2 2 1 30 3 4 1 1 2 435 1
14 21 2 2 1 31 3 4 2 1 1 437 1
14 21 2 2 1 32 1 1 1 1 2 526 1
14 21 2 2 1 33 3 4 1 1 2 509 1
14 21 2 2 1 34 1 2 2 1 1 500 1
14 21 2 2 1 35 1 2 1 1 2 475 1
14 21 2 2 1 36 1 1 2 1 1 507 1
14 21 2 2 1 37 3 4 2 1 1 466 1
14 21 2 2 1 38 1 1 2 1 1 506 1
14 21 2 2 1 39 1 1 1 1 2 465 1
14 21 2 2 1 40 1 2 2 1 1 514 1
14 21 2 2 1 41 1 1 2 1 1 457 1
14 21 2 2 1 42 1 2 1 1 2 522 1
14 21 2 2 1 43 1 2 2 1 1 512 1
14 21 2 2 1 44 1 2 2 1 1 511 1
14 21 2 2 1 45 3 4 1 1 2 518 1
14 21 2 2 1 46 1 2 2 1 1 357 1
14 21 2 2 1 47 1 1 1 1 2 537 1
14 21 2 2 1 48 1 2 2 1 1 511 1
14 21 2 2 1 49 1 2 2 1 1 374 1
14 21 2 2 1 50 1 2 1 1 2 530 1
14 21 2 2 1 51 1 2 2 1 1 689 1
14 21 2 2 1 52 1 1 2 1 1 520 1
14 21 2 2 1 53 1 2 2 1 1 599 1
14 21 2 2 1 54 1 1 1 1 2 546 1
14 21 2 2 1 55 1 2 1 1 2 608 1
14 21 2 2 1 56 3 4 2 1 1 547 1
14 21 2 2 1 57 1 1 2 1 1 512 1
14 21 2 2 1 58 1 1 2 1 1 391 1
14 21 2 2 1 59 3 4 1 1 2 626 1
14 21 2 2 1 60 1 2 2 1 1 533 1
14 21 2 2 2 1 1 2 2 1 1 898 1
14 21 2 2 2 2 1 1 1 1 2 522 1
14 21 2 2 2 3 3 4 2 1 1 472 1
14 21 2 2 2 4 1 2 2 1 1 441 1
14 21 2 2 2 5 1 1 2 1 1 410 1
14 21 2 2 2 6 1 2 2 1 1 485 1
14 21 2 2 2 7 1 1 1 1 2 469 1
14 21 2 2 2 8 1 1 2 1 1 509 1
14 21 2 2 2 9 1 2 2 1 1 420 1
14 21 2 2 2 10 3 4 1 1 2 495 1
14 21 2 2 2 11 3 4 1 1 2 486 1
14 21 2 2 2 12 1 2 2 1 1 422 1
14 21 2 2 2 13 1 2 1 1 2 465 1
14 21 2 2 2 14 1 1 2 1 1 465 1
14 21 2 2 2 15 1 1 1 1 2 506 1
14 21 2 2 2 16 1 2 2 1 1 401 1
14 21 2 2 2 17 3 4 2 1 1 420 1
14 21 2 2 2 18 1 2 2 1 1 399 1
14 21 2 2 2 19 1 2 2 1 1 370 1
14 21 2 2 2 20 1 1 1 1 2 551 1
14 21 2 2 2 21 1 1 1 1 2 492 1
14 21 2 2 2 22 1 2 2 1 1 507 1
14 21 2 2 2 23 1 2 2 1 1 426 1
14 21 2 2 2 24 3 4 2 1 1 428 1
14 21 2 2 2 25 3 4 1 1 2 527 1
14 21 2 2 2 26 3 4 1 1 2 453 1
14 21 2 2 2 27 3 4 2 1 1 430 1
14 21 2 2 2 28 3 4 2 1 1 384 1
14 21 2 2 2 29 3 4 1 1 2 508 1
14 21 2 2 2 30 1 2 1 1 2 427 1
14 21 2 2 2 31 3 4 1 1 1 413 0
14 21 2 2 2 32 1 1 1 1 1 456 0
14 21 2 2 2 33 3 4 2 1 1 593 1
14 21 2 2 2 34 1 2 2 1 1 429 1
14 21 2 2 2 35 1 1 2 1 1 439 1
14 21 2 2 2 36 3 4 2 1 1 377 1
14 21 2 2 2 37 1 1 1 1 2 565 1
14 21 2 2 2 38 1 2 2 1 1 610 1
14 21 2 2 2 39 3 4 1 1 2 516 1
14 21 2 2 2 40 1 2 2 1 1 563 1
14 21 2 2 2 41 1 2 1 1 2 480 1
14 21 2 2 2 42 3 4 1 1 2 424 1
14 21 2 2 2 43 3 4 1 1 2 498 1
14 21 2 2 2 44 3 4 2 1 1 561 1
14 21 2 2 2 45 3 4 2 1 1 414 1
14 21 2 2 2 46 3 4 1 1 2 513 1
14 21 2 2 2 47 1 1 2 1 1 400 1
14 21 2 2 2 48 3 4 1 1 2 459 1
14 21 2 2 2 49 1 2 2 1 1 580 1
14 21 2 2 2 50 3 4 2 1 1 576 1
14 21 2 2 2 51 3 4 1 1 2 500 1
14 21 2 2 2 52 1 2 2 1 1 556 1
14 21 2 2 2 53 3 4 2 1 1 481 1
14 21 2 2 2 54 1 2 1 1 2 425 1
14 21 2 2 2 55 1 2 1 1 2 443 1
14 21 2 2 2 56 1 2 2 1 1 565 1
14 21 2 2 2 57 1 1 2 1 1 433 1
14 21 2 2 2 58 1 1 1 1 2 475 1
14 21 2 2 2 59 1 1 2 1 1 395 1
14 21 2 2 2 60 3 4 2 1 1 479 1
14 21 2 2 3 1 1 2 1 1 2 885 1
14 21 2 2 3 2 3 4 1 1 2 485 1
14 21 2 2 3 3 1 2 1 1 2 405 1
14 21 2 2 3 4 1 2 2 1 1 496 1
14 21 2 2 3 5 1 2 1 1 2 496 1
14 21 2 2 3 6 1 2 1 1 2 407 1
14 21 2 2 3 7 1 1 1 1 2 434 1
14 21 2 2 3 8 1 1 2 1 1 588 1
14 21 2 2 3 9 1 1 2 1 1 464 1
14 21 2 2 3 10 3 4 2 1 1 433 1
14 21 2 2 3 11 1 1 1 1 2 459 1
14 21 2 2 3 12 3 4 1 1 2 499 1
14 21 2 2 3 13 3 4 1 1 2 435 1
14 21 2 2 3 14 3 4 2 1 1 533 1
14 21 2 2 3 15 1 2 1 1 2 490 1
14 21 2 2 3 16 1 1 1 1 2 386 1
14 21 2 2 3 17 1 2 1 1 2 430 1
14 21 2 2 3 18 1 1 2 1 1 480 1
14 21 2 2 3 19 1 1 1 1 2 464 1
14 21 2 2 3 20 3 4 2 1 1 593 1
14 21 2 2 3 21 1 1 1 1 2 453 1
14 21 2 2 3 22 1 1 1 1 2 454 1
14 21 2 2 3 23 1 2 1 1 2 399 1
14 21 2 2 3 24 3 4 2 1 1 490 1
14 21 2 2 3 25 1 2 2 1 1 562 1
14 21 2 2 3 26 1 2 1 1 2 415 1
14 21 2 2 3 27 1 1 1 1 2 481 1
14 21 2 2 3 28 3 4 1 1 2 425 1
14 21 2 2 3 29 1 1 2 1 1 532 1
14 21 2 2 3 30 1 1 2 1 1 537 1
14 21 2 2 3 31 3 4 1 1 2 471 1
14 21 2 2 3 32 1 2 1 1 2 592 1
14 21 2 2 3 33 1 1 1 1 2 451 1
14 21 2 2 3 34 1 2 1 1 2 381 1
14 21 2 2 3 35 1 2 2 1 1 473 1
14 21 2 2 3 36 1 2 2 1 1 409 1
14 21 2 2 3 37 1 2 2 1 1 492 1
14 21 2 2 3 38 1 2 1 1 2 524 1
14 21 2 2 3 39 1 1 1 1 2 418 1
14 21 2 2 3 40 1 1 2 1 1 516 1
14 21 2 2 3 41 1 1 2 1 1 443 1
14 21 2 2 3 42 1 2 1 1 2 524 1
14 21 2 2 3 43 1 1 2 1 1 571 1
14 21 2 2 3 44 1 1 1 1 2 447 1
14 21 2 2 3 45 1 1 2 1 1 529 1
14 21 2 2 3 46 1 2 1 1 2 447 1
14 21 2 2 3 47 3 4 2 1 1 449 1
14 21 2 2 3 48 3 4 2 1 1 594 1
14 21 2 2 3 49 1 1 1 1 2 597 1
14 21 2 2 3 50 1 1 1 1 2 417 1
14 21 2 2 3 51 1 2 1 1 2 419 1
14 21 2 2 3 52 3 4 1 1 2 374 1
14 21 2 2 3 53 1 1 1 1 2 514 1
14 21 2 2 3 54 1 2 1 1 2 281 1
14 21 2 2 3 55 1 2 2 1 2 457 0
14 21 2 2 3 56 1 1 2 1 1 450 1
14 21 2 2 3 57 3 4 2 1 1 467 1
14 21 2 2 3 58 3 4 2 1 1 412 1
14 21 2 2 3 59 3 4 2 1 1 415 1
14 21 2 2 3 60 1 2 2 1 1 393 1
14 21 2 2 0 1 1 1 1 2 2 988 1
14 21 2 2 0 2 3 4 2 2 1 927 1
14 21 2 2 0 3 1 1 2 2 1 486 1
14 21 2 2 0 4 1 2 1 2 2 1205 1
14 21 2 2 0 5 1 1 2 2 2 809 0
14 21 2 2 0 6 1 1 2 2 1 699 1
14 21 2 2 0 7 1 1 1 2 2 539 1
14 21 2 2 0 8 3 4 2 2 1 657 1
14 21 2 2 0 9 1 1 1 2 1 545 0
14 21 2 2 0 10 3 4 2 2 1 455 1
14 21 2 2 1 1 3 4 2 2 1 440 1
14 21 2 2 1 2 1 1 2 2 1 410 1
14 21 2 2 1 3 1 2 2 2 1 661 1
14 21 2 2 1 4 3 4 2 2 1 454 1
14 21 2 2 1 5 1 1 1 2 2 471 1
14 21 2 2 1 6 1 2 2 2 1 415 1
14 21 2 2 1 7 3 4 1 2 2 426 1
14 21 2 2 1 8 1 1 2 2 1 396 1
14 21 2 2 1 9 1 1 1 2 2 488 1
14 21 2 2 1 10 3 4 2 2 1 487 1
14 21 2 2 1 11 1 2 1 2 2 727 1
14 21 2 2 1 12 1 1 2 2 1 629 1
14 21 2 2 1 13 1 1 1 2 2 640 1
14 21 2 2 1 14 1 1 1 2 2 650 1
14 21 2 2 1 15 1 2 2 2 1 571 1
14 21 2 2 1 16 3 4 2 2 1 511 1
14 21 2 2 1 17 1 1 1 2 2 462 1
14 21 2 2 1 18 1 2 1 2 1 415 0
14 21 2 2 1 19 1 2 2 2 1 530 1
14 21 2 2 1 20 1 1 2 2 1 648 1
14 21 2 2 1 21 1 1 2 2 1 401 1
14 21 2 2 1 22 1 2 1 2 2 508 1
14 21 2 2 1 23 1 1 2 2 1 515 1
14 21 2 2 1 24 1 2 1 2 2 466 1
14 21 2 2 1 25 1 1 2 2 1 450 1
14 21 2 2 1 26 3 4 1 2 2 444 1
14 21 2 2 1 27 1 2 2 2 1 853 1
14 21 2 2 1 28 3 4 1 2 2 526 1
14 21 2 2 1 29 1 1 1 2 2 661 1
14 21 2 2 1 30 1 1 1 2 2 453 1
14 21 2 2 1 31 3 4 2 2 1 511 1
14 21 2 2 1 32 3 4 1 2 2 349 1
14 21 2 2 1 33 3 4 2 2 1 507 1
14 21 2 2 1 34 3 4 2 2 1 633 1
14 21 2 2 1 35 1 1 2 2 1 539 1
14 21 2 2 1 36 3 4 1 2 2 617 1
14 21 2 2 1 37 1 2 1 2 2 548 1
14 21 2 2 1 38 1 2 1 2 2 921 1
14 21 2 2 1 39 3 4 2 2 1 536 1
14 21 2 2 1 40 1 2 2 2 1 606 1
14 21 2 2 1 41 3 4 2 2 1 473 1
14 21 2 2 1 42 3 4 1 2 1 449 0
14 21 2 2 1 43 1 1 1 2 2 715 1
14 21 2 2 1 44 1 2 1 2 2 729 1
14 21 2 2 1 45 1 2 1 2 2 760 1
14 21 2 2 1 46 3 4 1 2 2 548 1
14 21 2 2 1 47 3 4 1 2 2 418 1
14 21 2 2 1 48 3 4 2 2 1 564 1
14 21 2 2 1 49 3 4 2 2 1 545 1
14 21 2 2 1 50 1 2 2 2 1 534 1
14 21 2 2 1 51 1 1 2 2 1 548 1
14 21 2 2 1 52 3 4 2 2 1 418 1
14 21 2 2 1 53 1 2 2 2 1 401 1
14 21 2 2 1 54 1 1 2 2 1 463 1
14 21 2 2 1 55 1 1 2 2 1 448 1
14 21 2 2 1 56 3 4 2 2 1 489 1
14 21 2 2 1 57 3 4 1 2 2 569 1
14 21 2 2 1 58 3 4 1 2 2 662 1
14 21 2 2 1 59 3 4 1 2 1 431 0
14 21 2 2 1 60 3 4 1 2 2 617 1
14 21 2 2 2 1 1 1 2 2 1 547 1
14 21 2 2 2 2 3 4 1 2 2 433 1
14 21 2 2 2 3 3 4 2 2 1 547 1
14 21 2 2 2 4 1 2 1 2 2 528 1
14 21 2 2 2 5 1 1 1 2 2 574 1
14 21 2 2 2 6 1 1 1 2 2 483 1
14 21 2 2 2 7 1 1 1 2 2 450 1
14 21 2 2 2 8 3 4 1 2 2 396 1
14 21 2 2 2 9 1 2 2 2 1 511 1
14 21 2 2 2 10 1 2 1 2 2 478 1
14 21 2 2 2 11 1 2 2 2 1 630 1
14 21 2 2 2 12 1 2 1 2 2 504 1
14 21 2 2 2 13 3 4 1 2 2 520 1
14 21 2 2 2 14 1 2 2 2 1 614 1
14 21 2 2 2 15 1 2 1 2 2 489 1
14 21 2 2 2 16 1 1 2 2 1 441 1
14 21 2 2 2 17 1 2 1 2 2 626 1
14 21 2 2 2 18 3 4 1 2 2 485 1
14 21 2 2 2 19 1 1 1 2 2 564 1
14 21 2 2 2 20 1 1 2 2 1 657 1
14 21 2 2 2 21 1 1 1 2 2 514 1
14 21 2 2 2 22 3 4 1 2 2 425 1
14 21 2 2 2 23 1 2 1 2 1 475 0
14 21 2 2 2 24 1 1 2 2 1 660 1
14 21 2 2 2 25 1 1 1 2 2 636 1
14 21 2 2 2 26 1 1 2 2 1 494 1
14 21 2 2 2 27 3 4 1 2 2 430 1
14 21 2 2 2 28 1 2 2 2 1 640 1
14 21 2 2 2 29 1 1 1 2 2 537 1
14 21 2 2 2 30 1 2 1 2 1 639 0
14 21 2 2 2 31 3 4 2 2 1 649 1
14 21 2 2 2 32 1 2 1 2 2 882 1
14 21 2 2 2 33 1 1 1 2 2 610 1
14 21 2 2 2 34 1 1 2 2 1 709 1
14 21 2 2 2 35 1 1 2 2 1 654 1
14 21 2 2 2 36 1 1 2 2 1 605 1
14 21 2 2 2 37 3 4 2 2 1 488 1
14 21 2 2 2 38 1 1 1 2 2 616 1
14 21 2 2 2 39 1 1 2 2 1 691 1
14 21 2 2 2 40 1 1 1 2 2 490 1
14 21 2 2 2 41 1 2 2 2 1 578 1
14 21 2 2 2 42 1 2 1 2 2 550 1
14 21 2 2 2 43 1 1 2 2 1 891 1
14 21 2 2 2 44 3 4 2 2 1 643 1
14 21 2 2 2 45 3 4 2 2 1 484 1
14 21 2 2 2 46 3 4 2 2 1 508 1
14 21 2 2 2 47 1 1 2 2 1 499 1
14 21 2 2 2 48 1 2 1 2 2 594 1
14 21 2 2 2 49 1 1 2 2 1 574 1
14 21 2 2 2 50 1 1 2 2 2 458 0
14 21 2 2 2 51 1 1 2 2 1 579 1
14 21 2 2 2 52 3 4 2 2 1 495 1
14 21 2 2 2 53 1 1 2 2 1 518 1
14 21 2 2 2 54 3 4 1 2 2 581 1
14 21 2 2 2 55 3 4 2 2 1 537 1
14 21 2 2 2 56 3 4 2 2 1 447 1
14 21 2 2 2 57 1 2 2 2 1 584 1
14 21 2 2 2 58 3 4 2 2 1 444 1
14 21 2 2 2 59 1 1 1 2 2 574 1
14 21 2 2 2 60 3 4 1 2 1 418 0
14 21 2 2 3 1 1 1 2 2 1 604 1
14 21 2 2 3 2 3 4 2 2 1 391 1
14 21 2 2 3 3 1 1 2 2 1 459 1
14 21 2 2 3 4 3 4 1 2 1 532 0
14 21 2 2 3 5 1 1 1 2 2 562 1
14 21 2 2 3 6 3 4 1 2 2 719 1
14 21 2 2 3 7 3 4 2 2 1 533 1
14 21 2 2 3 8 1 2 1 2 2 795 1
14 21 2 2 3 9 1 2 1 2 2 519 1
14 21 2 2 3 10 3 4 2 2 1 549 1
14 21 2 2 3 11 1 2 1 2 2 610 1
14 21 2 2 3 12 1 1 1 2 2 573 1
14 21 2 2 3 13 1 1 1 2 2 442 1
14 21 2 2 3 14 3 4 2 2 1 515 1
14 21 2 2 3 15 1 2 2 2 1 674 1
14 21 2 2 3 16 1 1 1 2 2 602 1
14 21 2 2 3 17 3 4 1 2 2 469 1
14 21 2 2 3 18 1 2 1 2 2 406 1
14 21 2 2 3 19 3 4 1 2 2 457 1
14 21 2 2 3 20 3 4 1 2 2 434 1
14 21 2 2 3 21 3 4 2 2 1 467 1
14 21 2 2 3 22 1 1 1 2 2 580 1
14 21 2 2 3 23 1 2 1 2 2 672 1
14 21 2 2 3 24 3 4 2 2 1 441 1
14 21 2 2 3 25 3 4 2 2 1 522 1
14 21 2 2 3 26 1 2 1 2 2 609 1
14 21 2 2 3 27 1 1 1 2 2 548 1
14 21 2 2 3 28 1 2 1 2 2 449 1
14 21 2 2 3 29 1 2 1 2 2 538 1
14 21 2 2 3 30 3 4 1 2 2 432 1
14 21 2 2 3 31 3 4 1 2 2 426 1
14 21 2 2 3 32 3 4 2 2 1 708 1
14 21 2 2 3 33 1 1 1 2 2 507 1
14 21 2 2 3 34 1 2 1 2 2 410 1
14 21 2 2 3 35 1 2 1 2 2 421 1
14 21 2 2 3 36 1 2 2 2 1 575 1
14 21 2 2 3 37 3 4 2 2 1 444 1
14 21 2 2 3 38 1 2 1 2 2 525 1
14 21 2 2 3 39 1 1 2 2 1 491 1
14 21 2 2 3 40 3 4 2 2 1 563 1
14 21 2 2 3 41 1 1 1 2 2 512 1
14 21 2 2 3 42 1 1 2 2 1 375 1
14 21 2 2 3 43 1 2 1 2 2 459 1
14 21 2 2 3 44 1 1 2 2 1 508 1
14 21 2 2 3 45 1 1 2 2 1 515 1
14 21 2 2 3 46 1 2 2 2 1 345 1
14 21 2 2 3 47 1 2 1 2 2 487 1
14 21 2 2 3 48 1 1 1 2 2 615 1
14 21 2 2 3 49 1 1 2 2 1 505 1
14 21 2 2 3 50 1 1 2 2 1 585 1
14 21 2 2 3 51 1 1 1 2 2 516 1
14 21 2 2 3 52 1 1 1 2 2 483 1
14 21 2 2 3 53 1 1 1 2 2 475 1
14 21 2 2 3 54 1 2 1 2 1 531 0
14 21 2 2 3 55 1 1 1 2 2 513 1
14 21 2 2 3 56 3 4 1 2 2 432 1
14 21 2 2 3 57 3 4 1 2 2 466 1
14 21 2 2 3 58 3 4 2 2 1 507 1
14 21 2 2 3 59 3 4 2 2 2 497 0
14 21 2 2 3 60 1 2 1 2 2 481 1
15 28 1 1 0 1 3 4 1 1 1 942 1
15 28 1 1 0 2 3 4 2 1 2 690 1
15 28 1 1 0 3 1 2 1 1 1 624 1
15 28 1 1 0 4 1 2 1 1 2 553 0
15 28 1 1 0 5 1 2 1 1 1 502 1
15 28 1 1 0 6 1 1 1 1 1 604 1
15 28 1 1 0 7 1 2 1 1 2 534 0
15 28 1 1 0 8 1 2 1 1 1 491 1
15 28 1 1 0 9 1 2 1 1 1 714 1
15 28 1 1 0 10 1 1 2 1 2 480 1
15 28 1 1 1 1 1 2 2 1 1 543 0
15 28 1 1 1 2 1 1 2 1 1 684 0
15 28 1 1 1 3 1 1 2 1 2 619 1
15 28 1 1 1 4 3 4 1 1 1 533 1
15 28 1 1 1 5 1 1 2 1 2 602 1
15 28 1 1 1 6 1 1 1 1 1 540 1
15 28 1 1 1 7 1 1 2 1 2 1417 1
15 28 1 1 1 8 1 1 1 1 1 530 1
15 28 1 1 1 9 3 4 2 1 2 503 1
15 28 1 1 1 10 3 4 1 1 1 446 1
15 28 1 1 1 11 1 2 2 1 2 382 1
15 28 1 1 1 12 1 2 1 1 1 506 1
15 28 1 1 1 13 1 2 1 1 1 568 1
15 28 1 1 1 14 1 2 1 1 1 563 1
15 28 1 1 1 15 3 4 1 1 1 543 1
15 28 1 1 1 16 1 2 2 1 2 403 1
15 28 1 1 1 17 1 2 2 1 1 461 0
15 28 1 1 1 18 1 1 1 1 1 541 1
15 28 1 1 1 19 3 4 2 1 2 386 1
15 28 1 1 1 20 1 1 1 1 1 557 1
15 28 1 1 1 21 3 4 2 1 2 641 1
15 28 1 1 1 22 3 4 2 1 1 545 0
15 28 1 1 1 23 1 2 1 1 1 566 1
15 28 1 1 1 24 1 2 2 1 2 457 1
15 28 1 1 1 25 1 1 2 1 2 385 1
15 28 1 1 1 26 1 2 2 1 2 380 1
15 28 1 1 1 27 3 4 2 1 2 471 1
15 28 1 1 1 28 1 1 2 1 2 462 1
15 28 1 1 1 29 1 1 1 1 1 486 1
15 28 1 1 1 30 1 1 1 1 1 685 1
15 28 1 1 1 31 3 4 1 1 1 589 1
15 28 1 1 1 32 3 4 1 1 1 431 1
15 28 1 1 1 33 1 2 2 1 2 384 1
15 28 1 1 1 34 1 1 2 1 1 523 0
15 28 1 1 1 35 1 2 1 1 1 536 1
15 28 1 1 1 36 1 1 2 1 2 621 1
15 28 1 1 1 37 1 1 1 1 1 551 1
15 28 1 1 1 38 1 1 1 1 1 619 1
15 28 1 1 1 39 1 1 1 1 1 589 1
15 28 1 1 1 40 1 1 1 1 1 472 1
15 28 1 1 1 41 3 4 2 1 2 391 1
15 28 1 1 1 42 3 4 1 1 1 490 1
15 28 1 1 1 43 1 1 2 1 2 489 1
15 28 1 1 1 44 3 4 2 1 2 463 1
15 28 1 1 1 45 1 2 2 1 2 375 1
15 28 1 1 1 46 1 1 2 1 2 395 1
15 28 1 1 1 47 3 4 1 1 1 365 1
15 28 1 1 1 48 3 4 2 1 2 432 0
15 28 1 1 1 49 3 4 1 1 1 506 1
15 28 1 1 1 50 1 2 2 1 2 504 1
15 28 1 1 1 51 1 1 2 1 2 590 1
15 28 1 1 1 52 1 1 1 1 1 497 1
15 28 1 1 1 53 1 1 2 1 2 623 1
15 28 1 1 1 54 1 2 1 1 1 568 1
15 28 1 1 1 55 3 4 1 1 1 588 1
15 28 1 1 1 56 1 1 2 1 2 439 1
15 28 1 1 1 57 1 1 2 1 2 600 1
15 28 1 1 1 58 3 4 2 1 2 602 1
15 28 1 1 1 59 1 1 2 1 2 573 1
15 28 1 1 1 60 1 2 1 1 1 616 1
15 28 1 1 2 1 1 1 1 1 1 639 1
15 28 1 1 2 2 1 2 1 1 1 856 1
15 28 1 1 2 3 1 1 2 1 2 712 1
15 28 1 1 2 4 3 4 2 1 2 718 1
15 28 1 1 2 5 3 4 2 1 2 691 1
15 28 1 1 2 6 1 2 1 1 1 618 1
15 28 1 1 2 7 1 2 1 1 1 780 1
15 28 1 1 2 8 1 2 1 1 1 567 1
15 28 1 1 2 9 1 2 2 1 2 674 1
15 28 1 1 2 10 3 4 2 1 2 522 1
15 28 1 1 2 11 1 2 1 1 1 535 1
15 28 1 1 2 12 1 1 1 1 1 636 1
15 28 1 1 2 13 1 2 1 1 1 542 1
15 28 1 1 2 14 3 4 2 1 2 490 1
15 28 1 1 2 15 1 2 1 1 1 521 1
15 28 1 1 2 16 3 4 2 1 2 566 1
15 28 1 1 2 17 3 4 2 1 2 346 1
15 28 1 1 2 18 1 1 1 1 1 423 1
15 28 1 1 2 19 3 4 2 1 1 392 0
15 28 1 1 2 20 3 4 2 1 2 395 1
15 28 1 1 2 21 1 2 1 1 1 590 1
15 28 1 1 2 22 1 2 1 1 2 480 0
15 28 1 1 2 23 1 2 1 1 1 663 1
15 28 1 1 2 24 1 2 1 1 1 535 1
15 28 1 1 2 25 3 4 2 1 2 492 1
15 28 1 1 2 26 1 2 2 1 1 539 0
15 28 1 1 2 27 1 1 1 1 1 535 1
15 28 1 1 2 28 3 4 1 1 1 525 1
15 28 1 1 2 29 1 1 2 1 2 410 1
15 28 1 1 2 30 1 1 2 1 2 436 1
15 28 1 1 2 31 1 1 2 1 2 405 1
15 28 1 1 2 32 3 4 2 1 2 431 1
15 28 1 1 2 33 3 4 1 1 2 424 0
15 28 1 1 2 34 1 1 1 1 1 529 1
15 28 1 1 2 35 3 4 1 1 1 382 1
15 28 1 1 2 36 1 1 2 1 2 481 1
15 28 1 1 2 37 1 1 2 1 2 392 1
15 28 1 1 2 38 1 2 1 1 1 459 1
15 28 1 1 2 39 1 1 1 1 1 491 1
15 28 1 1 2 40 1 1 1 1 1 554 1
15 28 1 1 2 41 1 2 2 1 2 398 1
15 28 1 1 2 42 1 1 1 1 1 520 1
15 28 1 1 2 43 3 4 2 1 2 398 1
15 28 1 1 2 44 1 1 1 1 2 401 0
15 28 1 1 2 45 3 4 2 1 2 563 1
15 28 1 1 2 46 1 2 1 1 1 406 1
15 28 1 1 2 47 1 2 1 1 1 544 1
